Component Report
D:/WORKING/A.DESIGN/ROHM/06_SENSORS_EXPO/20160512/GERBER/Sensors_Expo_Demo_LED_MCU_2016-05-12.brd
Thu May 12 16:56:48 2016
Total Components:  268
REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
R131,RES_1K_1%_1/8W_0_R0402_180,180,,R0402,2783.504,772.165,180.000,YES
R132,RES_1K_1%_1/8W_0_R0402_36,36,,R0402,2593.504,682.165,90.000,YES
R133,RES_1K_1%_1/8W_0_R0402_22,22,,R0402,2583.504,737.165,0.000,YES
R134,RES_1K_1%_1/8W_0_R0402_180,180,,R0402,2946.496,442.835,90.000,YES
R135,RES_1K_1%_1/8W_0_R0402_36,36,,R0402,2871.496,467.835,180.000,YES
R136,RES_1K_1%_1/8W_0_R0402_22,22,,R0402,2842.165,576.496,0.000,YES
R137,RES_1K_1%_1/8W_0_R0402_180,180,,R0402,2977.165,587.165,90.000,YES
R138,RES_1K_1%_1/8W_0_R0402_36,36,,R0402,2901.996,617.835,180.000,YES
R139,RES_1K_1%_1/8W_0_R0402_22,22,,R0402,2842.165,711.496,0.000,YES
R140,RES_1K_1%_1/8W_0_R0402_180,180,,R0402,3230.000,510.000,90.000,YES
R141,RES_1K_1%_1/8W_0_R0402_36,36,,R0402,3180.000,510.000,90.000,YES
R142,RES_1K_1%_1/8W_0_R0402_22,22,,R0402,3197.835,638.504,180.000,YES
R143,RES_1K_1%_1/8W_0_R0402_0,0,,R0402,1550.693,329.843,90.000,NO
R144,RES_1K_1%_1/8W_0_R0402_39K,39k,,R0402,1565.693,434.843,180.000,NO
R145,RES_1K_1%_1/8W_0_R0402_430,430,,R0402,661.063,306.205,90.000,NO
R146,RES_1K_1%_1/8W_0_R0402_510,510,,R0402,711.063,306.205,90.000,NO
R147,RES_1K_1%_1/8W_0_R0402_56K,56k,,R0402,1341.063,536.205,0.000,NO
R148,RES_1K_1%_1/8W_0_R0402_4.7K,4.7k,,R0402,1401.063,506.205,270.000,NO
R149,RES_1K_1%_1/8W_0_R0402_1K,1k,,R0402,761.063,306.205,90.000,NO
R150,RES_1K_1%_1/8W_0_R0402_4.7K,4.7k,,R0402,1446.063,506.205,270.000,NO
